Period,Year,Month,Date,Product_SKU,Product_Name,Brand_Group,Category,Is_Strategic,Orders_Count,Quantity,Amount_THB
2026-04,2026,4,2026-04-28,01947,Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,2889,197322.36
2026-04,2026,4,2026-04-28,07427,Clinimet (Cimetidine) 400mg 50Bl/Box BDC,Klenimed,ยาลดกรดในกระเพาะอาหาร (Antacids & GI),No,0,10145,168054.8
2026-04,2026,4,2026-04-28,00663,CliMarir (Acidclovir) cream 5g BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,10429,150290.44
2026-04,2026,4,2026-04-28,01758,Sporoxyl (Ketoconasol) 200mg 10Bl/Box BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,857,143442.73
2026-04,2026,4,2026-04-28,00644,Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,Ciprocin,ยาปฏิชีวนะ/ฆ่าเชื้อทางเดินปัสสาวะ (Antibiotics),No,0,600,118633.33
2026-04,2026,4,2026-04-28,01094,Glucosa 500mg 10Bl/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,485,115060.49
2026-04,2026,4,2026-04-28,05942,Clinivate-N cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,3744,111933.63
2026-04,2026,4,2026-04-28,01944,Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,11900,87597.37
2026-04,2026,4,2026-04-28,00661,Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,5136,76289.25
2026-04,2026,4,2026-04-28,05020,Sporaxyl (Ketoconasol) cream 15g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,2934,73561.59
2026-04,2026,4,2026-04-28,01091,Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,282,70273.93
2026-04,2026,4,2026-04-28,01759,Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,4368,63049.04
2026-04,2026,4,2026-04-28,01500,Oflocee (Ofloxacin) 200mg 10Bl/Box FML,Oflocee,ยาปฏิชีวนะ/ฆ่าเชื้อ (Antibiotics),No,0,348,61528.71
2026-04,2026,4,2026-04-28,05108,CliMarir (Acyclovir) 400mg 5Bl/Box BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,315,45623.97
2026-04,2026,4,2026-04-28,01475,Noraphen 500mg 50Bl/Box BDC,Noraphen,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),No,0,4400,39045.08
2026-04,2026,4,2026-04-28,18544,Clena TM EX (Anti melasma) 15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,287,35572.15
2026-04,2026,4,2026-04-28,14275,Nacoxib (Etoricoxib) 90mg,Nacoxib,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,269,34451.09
2026-04,2026,4,2026-04-28,00658,Clinigel (Vaseline) 50g BDC,Clinigel,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,736,32270.39
2026-04,2026,4,2026-04-28,03654,Glucosa 1500mg lemon 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,110,29674.06
2026-04,2026,4,2026-04-28,02072,Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,0,6480,26845.43
2026-04,2026,4,2026-04-28,17224,Gastro bismol 524,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,63,26422.37
2026-04,2026,4,2026-04-28,10191,Spascopan (Buscopan) 10mg 500Tab/Bott BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,27,25245.66
2026-04,2026,4,2026-04-28,00863,Domper-M (Domperidone) 10mg BDC,Domper-M,ยาช่วยย่อย/ต้านคลื่นไส้อาเจียน (Antiemetics),No,0,5230,24679.94
2026-04,2026,4,2026-04-28,00664,CliMarir (Acidclovir) 200mg BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,232,24450.9
2026-04,2026,4,2026-04-28,01103,Gynogesic (Dolfenal) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,129,20281.15
2026-04,2026,4,2026-04-28,00662,Clinoderm (Clobetaso) cream 5g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,768,16310.37
2026-04,2026,4,2026-04-28,01244,Lorita (Loratadine) 10mg 10Bl/Box FML,Lolita,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,227,15769.38
2026-04,2026,4,2026-04-28,01012,Fexotine (Fexofenadin) 60mg 10Box/Pack FML,Fexotine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,503,15345.14
2026-04,2026,4,2026-04-28,04220,"Zyno cream 0,1% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,648,14772.8
2026-04,2026,4,2026-04-28,05943,Clinoderm cream 15g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,456,14766.43
2026-04,2026,4,2026-04-28,18610,Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,40,14151.88
2026-04,2026,4,2026-04-28,17847,Finasteride 1mg 3Bl/Box,Finasteride,ยารักษาต่อมลูกหมาก/ผมร่วง (Urology & Men Health),Yes,0,75,13850.14
2026-04,2026,4,2026-04-28,03519,"Zyno cream 0,1% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,576,10771.69
2026-04,2026,4,2026-04-28,17226,Tristan (Etoricoxib) 90mg,Tristan,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,425,10607.17
2026-04,2026,4,2026-04-28,00996,Fango (Clotrimazole) cream 5g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,636,9642.29
2026-04,2026,4,2026-04-28,01735,Skinfect (Gentamicin) cream 5g BDC,Skinfect,ยาปฏิชีวนะทาแผล/ผิวหนัง (Dermatology),No,0,732,9318.04
2026-04,2026,4,2026-04-28,17225,Arotika cool spray 60ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,92,9176.31
2026-04,2026,4,2026-04-28,15617,Zenzera supersion 200mg 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,132,9149.36
2026-04,2026,4,2026-04-28,18238,CliMarir-800mg 7Bl/Box TH,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,41,8284.11
2026-04,2026,4,2026-04-28,08451,Arotika rub lotion 60ml BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,82,7262.24
2026-04,2026,4,2026-04-28,05941,Clinivate cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,240,6309.34
2026-04,2026,4,2026-04-28,08452,Arotika cool gel 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,145,6028.74
2026-04,2026,4,2026-04-28,14106,Anzac fluoxetin HCI 20mg 10Bl/Box,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,0,42,5583.1
2026-04,2026,4,2026-04-28,17100,Prozeus15 10Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,22,5512.07
2026-04,2026,4,2026-04-28,01958,"Zyno cream 0,02% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,264,5477.67
2026-04,2026,4,2026-04-28,06243,Diabederm cream 20% 35g (Blue) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,106,5418.13
2026-04,2026,4,2026-04-28,18911,Fango-BD (Clotrimazole 1% / Betamethasone 0.1%) cream 5g,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,288,4840.64
2026-04,2026,4,2026-04-28,00368,Allerax-Fc 10mg 50Bl/Box BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,740,4129.46
2026-04,2026,4,2026-04-28,01957,"Zyno cream 0,02% 5g 12Tub/Pack BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,264,4022.01
2026-04,2026,4,2026-04-28,17101,Prozeus15 30Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,5,3834.33
2026-04,2026,4,2026-04-28,00581,"Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,100,3452.09
2026-04,2026,4,2026-04-28,10799,Clenascar gel 15g BDC,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,36,3450.2
2026-04,2026,4,2026-04-28,10399,Feenoze nasal spray 20ml BDC,Feenoze,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,60,3380.6
2026-04,2026,4,2026-04-28,07539,Plaivana cream 14% 15g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,96,3061.99
2026-04,2026,4,2026-04-28,15712,Arotika rub lotion 80ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,16,2605.06
2026-04,2026,4,2026-04-28,05252,Fango (Clotrimazole) cream 15g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,108,2597.83
2026-04,2026,4,2026-04-28,08450,Arotika rub 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,40,2030.65
2026-04,2026,4,2026-04-28,04353,"Capsika-25 (0,025%) gel 35g",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,40,1630.55
2026-04,2026,4,2026-04-28,00369,Allerax-Fc 10mg 1000Tab/Bott BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,9,1606.1
2026-04,2026,4,2026-04-28,07545,Plaivana cream 14% 35g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,20,1281.44
2026-04,2026,4,2026-04-28,18682,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,ยาถ่ายพยาธิใบไม้ในตับ (Antiparasitics),Yes,0,30,1165.1
2026-04,2026,4,2026-04-28,05946,Diabederm cream 10% 35g (Green) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,20,934.32
2026-04,2026,4,2026-04-28,08449,Arotika rub 15g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,12,384.0
2026-04,2026,4,2026-04-28,19356,(Free) Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,20,0.0
2026-04,2026,4,2026-04-28,19404,(Free) Camping table ໂຕະແຄມປິ້ງ,Camping,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,9,0.0
2026-04,2026,4,2026-04-28,19123,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,2,0.0
2026-04,2026,4,2026-04-28,19342,(Free) Camping chair ຕັ່ງແຄມປິ້ງ,Camping,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,13,0.0
2026-04,2026,4,2026-04-28,19358,(Free) Clinovir (Acidclovir) cream 5g BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,120,0.0
2026-04,2026,4,2026-04-28,19440,(Free) Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,Cephalexyl,ยาปฏิชีวนะ/ฆ่าเชื้อแบคทีเรีย (Antibiotics),No,0,2,0.0
2026-04,2026,4,2026-04-28,19122,(Free) Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,16,0.0
2026-04,2026,4,2026-04-28,19124,(Free) Gi-Bismol 240ml BDC,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,12,0.0
2026-04,2026,4,2026-04-28,19326,(Free) Zertin SP 5mg 60ml FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,17,0.0
2026-04,2026,4,2026-04-28,19406,(Free) Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,21,0.0
2026-04,2026,4,2026-04-28,19441,(Free) Insulated cup ຈອກເກັບຄວາມເຢັນ,Insulated,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,7,0.0
2026-05,2026,5,2026-05-28,06538,Spascopan (Buscopan) 10mg 50Bl/Box BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,17570,320684.1
2026-05,2026,5,2026-05-28,01944,Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,31611,246393.37
2026-05,2026,5,2026-05-28,01947,Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,2524,161676.53
2026-05,2026,5,2026-05-28,07427,Clinimet (Cimetidine) 400mg 50Bl/Box BDC,Klenimed,ยาลดกรดในกระเพาะอาหาร (Antacids & GI),No,0,9165,155436.78
2026-05,2026,5,2026-05-28,05942,Clinivate-N cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,4152,127486.9
2026-05,2026,5,2026-05-28,01758,Sporoxyl (Ketoconasol) 200mg 10Bl/Box BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,746,122819.53
2026-05,2026,5,2026-05-28,01094,Glucosa 500mg 10Bl/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,462,111914.48
2026-05,2026,5,2026-05-28,01500,Oflocee (Ofloxacin) 200mg 10Bl/Box FML,Oflocee,ยาปฏิชีวนะ/ฆ่าเชื้อ (Antibiotics),No,0,511,101775.67
2026-05,2026,5,2026-05-28,08921,Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,Cephalexyl,ยาปฏิชีวนะ/ฆ่าเชื้อแบคทีเรีย (Antibiotics),No,0,300,90603.29
2026-05,2026,5,2026-05-28,01759,Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,5676,86303.9
2026-05,2026,5,2026-05-28,01091,Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,312,81254.78
2026-05,2026,5,2026-05-28,14275,Nacoxib (Etoricoxib) 90mg,Nacoxib,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,497,72375.27
2026-05,2026,5,2026-05-28,00661,Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,4410,63414.61
2026-05,2026,5,2026-05-28,05108,CliMarir (Acyclovir) 400mg 5Bl/Box BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,470,59908.65
2026-05,2026,5,2026-05-28,01475,Noraphen 500mg 50Bl/Box BDC,Noraphen,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),No,0,6850,57354.89
2026-05,2026,5,2026-05-28,18544,Clena TM EX (Anti melasma) 15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,367,47268.29
2026-05,2026,5,2026-05-28,03654,Glucosa 1500mg lemon 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,181,47250.56
2026-05,2026,5,2026-05-28,07777,Gi-Bisamol syrup 240ml (Prink) BDC,Gibisamol,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,593,41655.04
2026-05,2026,5,2026-05-28,05020,Sporaxyl (Ketoconasol) cream 15g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,1620,37613.28
2026-05,2026,5,2026-05-28,17101,Prozeus15 30Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,47,36010.33
2026-05,2026,5,2026-05-28,18610,Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,83,33451.92
2026-05,2026,5,2026-05-28,00663,CliMarir (Acidclovir) cream 5g BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,2016,30631.77
2026-05,2026,5,2026-05-28,00863,Domper-M (Domperidone) 10mg BDC,Domper-M,ยาช่วยย่อย/ต้านคลื่นไส้อาเจียน (Antiemetics),No,0,5960,27581.27
2026-05,2026,5,2026-05-28,00664,CliMarir (Acidclovir) 200mg BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,285,25361.79
2026-05,2026,5,2026-05-28,01244,Lorita (Loratadine) 10mg 10Bl/Box FML,Lolita,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,340,24875.58
2026-05,2026,5,2026-05-28,17224,Gastro bismol 524,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,88,24719.18
2026-05,2026,5,2026-05-28,02072,Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,0,5850,24404.93
2026-05,2026,5,2026-05-28,01103,Gynogesic (Dolfenal) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,145,22660.45
2026-05,2026,5,2026-05-28,15617,Zenzera supersion 200mg 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,300,22493.0
2026-05,2026,5,2026-05-28,00658,Clinigel (Vaseline) 50g BDC,Clinigel,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,578,21937.47
2026-05,2026,5,2026-05-28,17226,Tristan (Etoricoxib) 90mg,Tristan,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,489,19976.94
2026-05,2026,5,2026-05-28,06243,Diabederm cream 20% 35g (Blue) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,352,18852.09
2026-05,2026,5,2026-05-28,18238,CliMarir-800mg 7Bl/Box TH,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,86,17831.41
2026-05,2026,5,2026-05-28,18682,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,ยาถ่ายพยาธิใบไม้ในตับ (Antiparasitics),Yes,0,240,17351.42
2026-05,2026,5,2026-05-28,10191,Spascopan (Buscopan) 10mg 500Tab/Bott BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,20,16133.83
2026-05,2026,5,2026-05-28,17100,Prozeus15 10Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,61,15901.1
2026-05,2026,5,2026-05-28,05943,Clinoderm cream 15g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,510,15851.78
2026-05,2026,5,2026-05-28,14106,Anzac fluoxetin HCI 20mg 10Bl/Box,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,0,114,15215.29
2026-05,2026,5,2026-05-28,00996,Fango (Clotrimazole) cream 5g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,756,13334.54
2026-05,2026,5,2026-05-28,08450,Arotika rub 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,250,12762.45
2026-05,2026,5,2026-05-28,05946,Diabederm cream 10% 35g (Green) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,278,12271.62
2026-05,2026,5,2026-05-28,07545,Plaivana cream 14% 35g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,182,12042.66
2026-05,2026,5,2026-05-28,10399,Feenoze nasal spray 20ml BDC,Feenoze,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,188,11498.08
2026-05,2026,5,2026-05-28,04353,"Capsika-25 (0,025%) gel 35g",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,210,10458.41
2026-05,2026,5,2026-05-28,17225,Arotika cool spray 60ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,87,8601.18
2026-05,2026,5,2026-05-28,04220,"Zyno cream 0,1% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,408,8493.69
2026-05,2026,5,2026-05-28,03519,"Zyno cream 0,1% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,516,7661.1
2026-05,2026,5,2026-05-28,08451,Arotika rub lotion 60ml BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,79,7097.5
2026-05,2026,5,2026-05-28,01012,Fexotine (Fexofenadin) 60mg 10Box/Pack FML,Fexotine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,226,7096.57
2026-05,2026,5,2026-05-28,00368,Allerax-Fc 10mg 50Bl/Box BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,1600,6427.13
2026-05,2026,5,2026-05-28,01735,Skinfect (Gentamicin) cream 5g BDC,Skinfect,ยาปฏิชีวนะทาแผล/ผิวหนัง (Dermatology),No,0,504,6260.33
2026-05,2026,5,2026-05-28,00581,"Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,170,6144.5
2026-05,2026,5,2026-05-28,00662,Clinoderm (Clobetaso) cream 5g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,264,4825.56
2026-05,2026,5,2026-05-28,08452,Arotika cool gel 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,130,4790.31
2026-05,2026,5,2026-05-28,01958,"Zyno cream 0,02% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,228,4685.81
2026-05,2026,5,2026-05-28,05252,Fango (Clotrimazole) cream 15g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,156,3969.4
2026-05,2026,5,2026-05-28,17847,Finasteride 1mg 3Bl/Box,Finasteride,ยารักษาต่อมลูกหมาก/ผมร่วง (Urology & Men Health),Yes,0,21,3866.12
2026-05,2026,5,2026-05-28,07539,Plaivana cream 14% 15g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,106,3761.94
2026-05,2026,5,2026-05-28,05941,Clinivate cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,120,2954.72
2026-05,2026,5,2026-05-28,18911,Fango-BD (Clotrimazole 1% / Betamethasone 0.1%) cream 5g,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,180,2867.25
2026-05,2026,5,2026-05-28,01957,"Zyno cream 0,02% 5g 12Tub/Pack BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,180,2402.95
2026-05,2026,5,2026-05-28,10799,Clenascar gel 15g BDC,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,12,2040.0
2026-05,2026,5,2026-05-28,00369,Allerax-Fc 10mg 1000Tab/Bott BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,11,2028.01
2026-05,2026,5,2026-05-28,08449,Arotika rub 15g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,60,1631.65
2026-05,2026,5,2026-05-28,15712,Arotika rub lotion 80ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,10,1626.76
2026-05,2026,5,2026-05-28,04553,"Capsika-25 gel 15g 0,025% 12Tub/Doz BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,18,630.0
2026-05,2026,5,2026-05-28,19442,(Free) Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,0,2,0.0
2026-05,2026,5,2026-05-28,19356,(Free) Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,60,0.0
2026-05,2026,5,2026-05-28,19123,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,20,0.0
2026-05,2026,5,2026-05-28,19325,(Free) Zenzera supersion 200mg 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,63,0.0
2026-05,2026,5,2026-05-28,19342,(Free) Camping chair ຕັ່ງແຄມປິ້ງ,Camping,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,8,0.0
2026-05,2026,5,2026-05-28,19095,(Free) Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,104,0.0
